id,amount,merchant,description,category,region,date
EXP004731,643.92,DEBIT Apple Store 7W9NRD,DEVICE,technology,CA,2025-04-08
EXP000446,34.33,STBK #8526,MEAL,food,IL,2025-05-25
EXP007749,224.82,ACH Health Clinic #6628,HEALTHCARE SERVICE,healthcare,TX,2025-01-10
EXP004942,1916.41,Google Play #8813,Google PURCHASE,technology,NJ,2025-10-03
EXP007460,436.22,Health Clinic Nn,HEALTHCARE SERVICE,healthcare,FL,2025-05-20
EXP004748,600.27,Dell,SOFTWARE AUTO-PAY,technology,IL,2025-01-07
EXP006139,319.24,AT&T T41BZN,UTILITY BILL,utilities,NY,2025-07-08
EXP006842,258.72,Verizon,UTILITY BILL,utilities,FL,2025-04-14
EXP001534,191.67,eBay #6820,ONLINE ORDER,shopping,MA,2025-01-02
EXP000727,12.22,Subway,MEAL,food,NJ,2025-08-04
EXP003472,8.3,Disney+ #7295,SUBSCRIPTION,entertainment,IL,2024-12-28
EXP001680,70.14,eBay TX,MKTPLACE,shopping,FL,2025-02-13
EXP007810,437.64,Walgreens #1437,HEALTHCARE SERVICE DEBIT,healthcare,NY,2025-02-07
EXP001714,261.9,AMZN.COM/BILL2411 #9707,MKTPLACE DEBIT,shopping,MA,2024-11-07
EXP000958,53.23,Starbucks YMWR03,COFFEE,food,FL,2025-04-15
EXP004219,21.79,Google Play,Google PURCHASE,technology,WA,2024-11-11
EXP004229,989.48,ONLINE Microsoft Store,APP PURCHASE ONLINE,technology,NY,2025-05-03
EXP006145,150.29,AT&T TX,SERVICE CHARGE,utilities,NJ,2024-12-08
EXP006003,208.71,AT&T NJ,UTILITY BILL,utilities,WA,2024-11-01
EXP004804,660.39,Microsoft Store #797,DEVICE,technology,MA,2025-05-20
EXP004045,926.95,Samsung,APP PURCHASE,technology,IL,2025-02-06
EXP001969,193.44,AMZN MKTP US*6587 #3679,AMZN CHARGE,shopping,CA,2025-03-14
EXP003093,17.76,YouTube Prekium 5158,STREAMING,entertainment,FL,2025-01-30
EXP006006,206.79,ACH Comcast #3695,SERVICE CHARGE,utilities,TX,2025-01-14
EXP002319,9.12,Exxon #332,TRIP,transport,WA,2025-04-04
EXP007123,59.79,CVS Pharmacy LLZS56,CLINIC,healthcare,CA,2025-01-12
EXP003578,12.11,Disey+ MA,MONTHLY SUBSCRIPTION,entertainment,NY,2024-12-25
EXP002274,62.7,POS Taxi Co #8661,TRIP,transport,IL,2025-10-10
EXP002682,24.91,CREDIuB P #179,TOLL,transport,FL,2025-09-02
EXP007593,14.48,Health Clinic,HEALTHCARE SERVICE,healthcare,CA,2025-03-24
EXP001493,17.16,eBay #3879,RETAIL,shopping,MA,2024-12-09
EXP004126,1151.19,Dell,DEVICE,technology,IL,2025-05-17
EXP000622,4.28,KFC #6732,COFFEE,food,MA,2025-05-01
EXP002947,90.56,DEBIT yft,TOLL,transport,NJ,2025-07-17
EXP004620,606.55,Samsung,ELECTRONICS,technology,WA,2025-09-18
EXP006713,75.16,Comcast #1954,SERVICE CHARGE,utilities,TX,2025-03-21
EXP007806,252.15,DEBIT Rite jid #8576,PRESCRIPTION,healthcare,CA,2025-02-26
EXP003081,16.21,Disney+ TX,STREAMING,entertainment,NJ,2025-04-21
EXP007325,394.62,CVS Pharmacy #5851,HEALTHCARE SERVICE DEBIT,healthcare,WA,2025-02-22
EXP001984,68.13,Walmart,WEB PURCHASE,shopping,FL,2025-09-20
EXP001051,160.21,eBay,MKTPLACE,shopping,NY,2025-09-06
EXP006052,176.49,Verizon,SERVICE CHARGE,utilities,MA,2025-02-10
EXP005319,59.5,Aldi,SUPERMARKET,groceries,IL,2025-02-14
EXP001393,310.84,Target,MKTPLACE POS,shopping,FL,2025-02-10
EXP007348,21.73,Health Clinic,PRESCRIPTION ONLINE,healthcare,MA,2024-12-30
EXP000098,9.27,McDonald's #2078,MEAL,food,IL,2024-11-06
EXP000505,46.63,DEBIT STARBUCKS #4572,INSTORE DEBIT,food,NJ,2025-09-10
EXP005054,127.73,Aldi #6785,GROCERY,groceries,TX,2024-12-19
EXP006597,248.61,Verizon,BILL PAYMENT,utilities,TX,2025-01-02
EXP000684,27.0,Burger King QFMUIW,INSTORE,food,IL,2025-04-27
EXP002063,88.04,CREDIT Shel l#7181,CREDIT CHARGE,transport,IL,2024-11-27
EXP001087,123.98,eBay CA,RETAIL ONLINE,shopping,TX,2025-04-01
EXP003573,17.88,Netflix LSVOPT,SUBSCRIPTION,entertainment,MA,2024-11-08
EXP005224,105.56,Trader Joe's KCB5E0,Trader PURCHASE,groceries,FL,2025-06-18
EXP007665,239.43,Walgreens #3402,PRESCRIPTION,healthcare,IL,2025-09-11
EXP000913,16.89,Starbucks #1517,MEAL,food,NY,2024-12-19
EXP004517,940.42,Samsung,APP PURCHASE,technology,MA,2025-01-01
EXP000084,6.29,CREDIT Subway,POS PURCHASE,food,CA,2025-01-20
EXP001760,464.92,Best Buy,WEB PURCHASE,shopping,NY,2025-07-30
EXP007763,473.65,Rite Aid #4100,CLINIC,healthcare,TX,2025-06-08
EXP003784,13.37,POS Spotify NY,SUBSCRIPTION,entertainment,WA,2024-12-12
EXP006340,38.6,AT&T,BILL PAYMENT AUTO-PAY,utilities,TX,2025-04-13
EXP005759,88.73,Trader Joe's,FRESH,groceries,IL,2025-04-05
EXP005482,60.88,Kroger NMW8MW,SUPERMARKET,groceries,WA,2025-10-18
EXP000414,53.35,MCDONALDS #2595,INSTORE AUTO-PAY,food,FL,2025-10-22
EXP003387,19.33,DEBIT Spotify,MONTHLY SUBSCRIPTION,entertainment,FL,2025-09-21
EXP006991,381.53,CERDIT Comcsat,UTILITY BILL,utilities,CA,2025-08-13
EXP007910,457.24,POS Rite Aid,PHARMACY,healthcare,MA,2025-02-24
EXP000852,26.81,Dominos #4200,MEAL,food,WA,2024-11-16
EXP000579,36.22,Burger King,POS PURCHASE,food,NY,2025-06-06
EXP005296,148.32,WHOLE FD,FRESH POS,groceries,IL,2025-08-06
EXP003528,10.2,Disney+,Disney+ CHARGE,entertainment,TX,2025-01-25
EXP000921,48.19,ACH Burger King #7824,COFFEE,food,FL,2025-02-22
EXP005947,239.56,AMZN MKTP oS Whloe Foods,SUPERMARKET DEBIT,groceries,NY,2025-06-02
EXP007880,461.71,CVS Pharmacy,CVS PURCHASE,healthcare,NY,2025-07-31
EXP007604,473.82,CVS Pharmacy,CLINIC,healthcare,FL,2025-03-22
EXP007517,248.78,Walgreens #5616,CLINIC,healthcare,NJ,2025-04-04
EXP005761,208.99,CREDIT Safeway #9610,FRESH,groceries,TX,2025-09-16
EXP002445,23.16,BP,FUEL CHARGE,transport,NJ,2025-05-03
EXP005980,178.08,DEBIT Whole Foods #8978,SUPERMARKET,groceries,NJ,2025-06-14
EXP001331,367.61,ACH eBay #5469,WEB PURCHASE,shopping,IL,2025-10-29
EXP002217,95.45,Exxon,RIDE AUTO-PAY,transport,NY,2025-06-27
EXP002923,18.8,BP #4775,FUEL CHARGE POS,transport,IL,2025-09-17
EXP001217,289.8,CREDIT AMZNM9TP SU*5833 #6763,MKTPLACE,shopping,NY,2025-04-01
EXP005954,215.6,ONLINE Safeway #1484,FRESH,groceries,WA,2025-02-15
EXP002651,7.64,Uber #9585,TRIP ONLINE,transport,NJ,2025-01-19
EXP003932,5.38,Spotify #772,STREAMING,entertainment,NJ,2024-11-14
EXP002650,27.28,POS Shell #4480,TRIP,transport,TX,2025-01-25
EXP002887,34.55,Taxi Co #1011,GASOLINE,transport,IL,2025-08-31
EXP001613,397.77,Taget #6488,ONLINE ORDER ONLINE,shopping,TX,2025-05-12
EXP002946,68.71,CREDIT Shell #5209,RIDE,transport,IL,2025-09-12
EXP005515,132.67,Aldi #7405,Aldi CHARGE,groceries,CA,2025-01-23
EXP007818,397.8,Walgreens #1107,CLINIC,healthcare,MA,2025-10-31
EXP007097,15.71,ACH Health Clinic IL,PHARMACY,healthcare,TX,2025-02-10
EXP001989,432.02,AMAZON.COM*2163,WEB PURCHASE,shopping,FL,2025-04-26
EXP006968,267.34,DTE Energy #2271,DTE PURCHASE,utilities,IL,2024-11-04
EXP005692,119.73,Trader Joe's,Trader PURCHASE,groceries,IL,2024-11-20
EXP004639,446.68,ONLINE Apple Store #5278,SOFTWARE,technology,FL,2024-12-04
EXP007600,342.78,CVS Pharmacy #1690,CVS PURCHASE,healthcare,WA,2025-02-11
EXP001655,136.13,ACH Walmart #7913,ONLINE ORDER AUTO-PAY,shopping,WA,2025-06-07
EXP006925,120.12,DTE Energy,SERVICE CHARGE,utilities,CA,2025-09-10
EXP006560,275.77,AT&T FL,BILL PAYMENT,utilities,NJ,2025-05-09
EXP001418,170.63,eBay #7741,MKTPLACE,shopping,TX,2025-04-19
EXP001105,280.11,POS Walmar t#4148,ONLINE ORDER,shopping,MA,2025-02-13
EXP005171,185.09,Aldi #7512,GROCERY,groceries,TX,2025-05-22
EXP005209,195.64,Aldi,FRESH,groceries,NY,2025-04-14
EXP001774,311.95,CREDIT AMAZaC.OM2*965 #3714,CREDIT PURCHASE,shopping,NJ,2025-04-29
EXP002475,64.69,Exxon,Exxon PURCHASE,transport,IL,2025-09-02
EXP001879,157.68,Best Buy MA,Best PURCHASE,shopping,TX,2025-06-16
EXP006087,159.47,Verizon,BILL PAYMENT,utilities,TX,2025-07-11
EXP002594,64.82,Ly8t,Ly8t CHARGE,transport,NJ,2025-04-10
EXP001397,108.11,eBay #817,WEB PURCHASE,shopping,CA,2025-05-04
EXP002807,79.79,Exxon #2875,FUEL CHARGE,transport,WA,2025-10-07
EXP003304,18.44,DEBIT Disney+,MONTHLY SUBSCRIPTION,entertainment,TX,2025-06-27
EXP004995,1001.02,Samsung,SOFTWARE,technology,IL,2025-01-18
EXP001178,375.26,DEBIT AMZN MKTP US*60k,ONLINE ORDER ONLINE,shopping,WA,2025-07-25
EXP004778,25.28,DEBIT Apple Store MTYB2D,SOFTWARE,technology,CA,2025-04-23
EXP002698,50.85,DEBIT Uber,TOLL,transport,TX,2025-10-22
EXP001891,184.4,Target #6361,ORDER POS,shopping,FL,2025-06-30
EXP003019,11.46,ACH YouTube Premium,MONTHLY SUBSCRIPTION POS,entertainment,NJ,2024-11-16
EXP003945,8.79,Spotify NY,MONTHLY SUBSCRIPTION,entertainment,MA,2025-06-06
EXP002075,27.32,Exxon,FUEL CHARGE,transport,NJ,2025-08-05
EXP006599,299.96,POS PG&E #4469,UTILITY BILL,utilities,NJ,2025-01-16
EXP002949,52.22,ACH Lyft #6064,RIDE,transport,CA,2025-02-04
EXP004107,1802.57,CREDIT Apple Store NJ,DEVICE,technology,NY,2025-04-24
EXP003754,10.47,Disney+ #6505,MONTHLY SUBSCRIPTION,entertainment,WA,2025-04-09
EXP003067,19.42,Disney+,MONTHLY SUBSCRIPTION,entertainment,FL,2025-01-27
EXP005188,99.87,POS WHOLEFOODS #5113,SUPERMARKET DEBIT,groceries,NY,2025-02-23
EXP005888,227.54,Aldi,FRESH,groceries,WA,2025-10-12
EXP002750,9.98,Lyft 162,FUEL CHARGE DEBIT,transport,MA,2025-10-22
EXP007985,308.14,Walgreens #1496,CLINIC,healthcare,FL,2025-03-28
EXP002245,51.9,BP #3293,FUEL CHARGE,transport,IL,2025-02-03
EXP003581,12.39,Spotify,Spotify CHARGE,entertainment,FL,2025-01-11
EXP003709,11.52,Spotify 7S4G5V,SUBSCRIPTION ONLINE,entertainment,IL,2025-02-01
EXP005655,212.03,Safeway,DELI,groceries,NY,2025-06-03
EXP002073,26.12,Uber #8008,Uber CHARGE,transport,NJ,2025-03-23
EXP007615,114.63,AMZN MKTP US Health Clinic #9034,AMZN PURCHASE,healthcare,FL,2024-11-29
EXP006529,94.82,ONLINE AT&T,SERVICE CHARGE POS,utilities,WA,2025-06-23
EXP006044,346.27,DEBITP G&E #1163,SERVICE CHARGE ONLINE,utilities,NY,2024-12-04
EXP005957,142.02,Whole Foods #8769,INSTORE,groceries,NY,2025-03-20
EXP006761,74.21,DTE Energy,AUTOPAY AUTO-PAY,utilities,NY,2025-05-30
EXP006288,377.41,Verizon,AUTOPAY,utilities,CA,2025-05-15
EXP002341,40.42,Shel l6559,FUEL CHARGE DEBIT,transport,NY,2025-05-15
EXP000822,38.81,STARBUCKS #8509,STARBUCKS CHARGE,food,WA,2024-12-14
EXP000534,12.89,Domin8s #2061,MOBILE ORDER,food,TX,2025-10-30
EXP006720,208.55,POS Comcast CA,SERVICE CHARGE ONLINE,utilities,MA,2025-03-09
EXP007163,9.77,CVSPhrmacytNJ,PRESCRIPTION,healthcare,NJ,2025-04-12
EXP001203,407.75,CREDIT AMZN MKTP US*8862,ONLINE ORDER,shopping,TX,2025-01-05
EXP000623,12.56,ONLINE McDonald's,MEAL,food,WA,2025-05-16
EXP006144,129.88,PG&E 6TBVPP,AUTOPAY,utilities,NY,2024-12-19
EXP000410,24.84,KFp #9935,APP PURCHASE,food,MA,2025-06-24
EXP004563,1415.6,Microsoft Store WA,DEVICE,technology,IL,2025-02-17
EXP001274,495.7,Target,Target PURCHASE,shopping,NJ,2025-08-01
EXP007622,91.25,ONLINE Health Clinic #590,HEALTHCARE SERVICE,healthcare,IL,2024-11-23
EXP002143,11.15,Lyft #819,FUEL CHARGE ONLINE,transport,CA,2025-03-07
EXP002354,63.79,Taxi Co 38SEOO,TOLL POS,transport,IL,2025-04-21
EXP003338,19.88,Spotify #9786,MONTHLY SUBSCRIPTION,entertainment,WA,2025-09-21
EXP003789,19.0,Disney+ #6354,MONTHLY SUBSCRIPTION,entertainment,NJ,2024-12-03
EXP004498,206.54,AMZN MKTP US Apple Store #3537,SOFTWARE,technology,MA,2025-11-01
EXP004586,172.76,Samsung #1838,ELECTRONICS,technology,NJ,2025-01-30
EXP001271,96.27,AMZN MKT US Walamrt l1702,AMZN CHARGE,shopping,MA,2025-06-17
EXP004575,1462.08,Dell #7130,DEVICE ONLINE,technology,MA,2024-12-08
EXP004865,1000.91,Samsung #4149,ELECTRONICS,technology,TX,2025-02-04
EXP006840,38.72,Comcast,BILL PAYMENT,utilities,NY,2025-06-12
EXP000335,35.73,Subway #6658,COFFEE ONLINE,food,FL,2025-07-19
EXP000544,55.43,Starbucks,MOBILE ORDER,food,NY,2024-12-26
EXP007681,113.49,CVS Pharmacy,CLINIC ONLINE,healthcare,WA,2025-08-29
EXP005876,157.65,Trader oJe's,FRESH,groceries,TX,2025-01-23
EXP000458,32.5,Burger King,POS PURCHASE POS,food,NJ,2025-02-17
EXP000905,59.82,Subway #655,COFFEE,food,NJ,2025-10-10
EXP006866,282.22,erizon,BILL PAYMENT,utilities,NY,2025-01-28
EXP001707,311.03,Best Buy,WEB PURCHASE AUTO-PAY,shopping,NJ,2025-10-31
EXP000228,57.6,Dominos #2195,MOBILE ORDER,food,WA,2024-11-03
EXP004523,111.01,Dell #9391,Dell CHARGE,technology,WA,2025-01-08
EXP007720,233.96,Rite Aid,Rite CHARGE,healthcare,CA,2025-03-21
EXP005258,11.27,Aldi MA,GROCERY,groceries,FL,2025-05-17
EXP007004,28.52,Rite Aid #1507,PRESCRIPTION ONLINE,healthcare,MA,2025-06-11
EXP003303,11.86,ONLINE Spotify,SUBSCRIPTION ONLINE,entertainment,NY,2025-06-19
EXP001685,144.12,eBay #733,ONLINE ORDER,shopping,MA,2024-11-30
EXP003980,14.32,ONLINE YouTube Premium #4756,STREAMING,entertainment,NY,2024-11-03
EXP000633,13.13,McDonalds #7204,APP PURCHASE DEBIT,food,FL,2025-08-06
EXP005245,249.23,Safeway,SUPERMARKET,groceries,IL,2025-07-16
EXP003391,19.88,Netflix,SUBSCRIPTION,entertainment,IL,2025-05-17
EXP004041,1105.79,AMZN MKTP US Samsung #9761,SOFTWARE,technology,NJ,2025-10-29
EXP002016,11.5,Shell 3CF08P,GASOLINE,transport,FL,2025-07-02
EXP000224,30.81,CREDIT Starbucks #4793,CREDIT PURCHASE,food,MA,2025-09-08
EXP006030,387.17,PG&E #8623,UTILITY BILL,utilities,MA,2025-03-06
EXP001342,401.17,Walmart #8810,MKTPLACE,shopping,FL,2025-07-29
EXP005923,109.93,Whole Foods IL,FRESH,groceries,FL,2025-06-14
EXP003517,6.58,Netflix,SUBSCRIPTION,entertainment,IL,2025-04-25
EXP004154,425.75,ONLINE Samsung #7937,APP PURCHASE,technology,IL,2025-02-26
EXP004430,1005.86,Samsung #7413,ELECTRONICS,technology,NJ,2025-06-19
EXP005316,243.38,Trader Joe's #8551,FRESH,groceries,IL,2024-12-22
EXP007670,385.24,DEBIT CVS Pharmacy IL,PHARMACY,healthcare,WA,2024-12-27
EXP000502,5.3,Starbucks,INSTORE,food,MA,2025-07-21
EXP001638,370.01,DEBIT Best Buy #1885,DEBIT PURCHASE,shopping,WA,2025-01-19
EXP006351,156.14,ONLINE AT&T #7921,UTILITY BILL,utilities,WA,2024-12-11
EXP007496,220.98,CVS Pharmacy #729,HEALTHCARE SERVICE,healthcare,FL,2024-11-11
EXP006678,213.39,DTE Energy,UTILITY BILL,utilities,NJ,2025-06-17
EXP000757,5.2,McDonalds #5808,MOBILE ORDER,food,WA,2025-01-29
EXP005399,46.92,DEBIT Trader Joe's,SUPERMARKET,groceries,WA,2025-09-18
EXP007017,146.76,Walgreens,CLINIC DEBIT,healthcare,MA,2025-03-13
EXP002311,60.75,Shell NY,TRIP,transport,NJ,2025-04-18
EXP002294,53.55,Lyft IL,RIDE POS,transport,WA,2025-07-29
EXP007365,159.27,Walgreens,PHARMACY,healthcare,MA,2025-10-30
EXP001924,37.74,Amazon #6747,ORDER POS,shopping,NY,2024-12-15
EXP007264,360.7,ONLINE Rite Aid,PRESCRIPTION,healthcare,MA,2025-06-11
EXP005271,114.45,AMZN MKTP US Aldi PNL1UL,GROCERY,groceries,TX,2025-10-05
EXP001335,485.94,Best Buy #8828,ONLINE ORDER,shopping,NY,2024-12-27
EXP004929,1454.73,Samsung NY,DEVICE,technology,WA,2025-09-30
EXP003612,7.1,YouTube Premium #1650,FEE,entertainment,CA,2025-07-22
EXP000423,14.71,KFC #2767,INSTORE,food,NY,2025-02-05
EXP007371,83.07,CVS Pharmacy #2790,CLINIC POS,healthcare,NY,2025-06-13
EXP003191,6.46,POS Disney+ NJ,FEE,entertainment,NJ,2025-07-01
EXP001302,378.73,ONLINE WALMART,ONLINE CHARGE,shopping,MA,2025-01-22
EXP000262,27.74,ONLINE KFC,APP PURCHASE DEBIT,food,FL,2024-11-30
EXP000048,31.28,Burge King,INSTORE,food,NJ,2025-03-22
EXP001620,329.32,Walmart,ORDER DEBIT,shopping,IL,2025-03-19
EXP004171,1290.26,Appl eStore #5987,ELECTRONICS,technology,CA,2025-08-05
EXP004771,1312.87,DEBIT Apple Soore 4178,ELECTRONICS ONLINE,technology,CA,2024-12-31
EXP005478,182.98,Safeway,INSTORE,groceries,TX,2025-08-15
EXP006519,384.42,Comcst #13,AUTOPAY,utilities,MA,2025-03-05
EXP005290,123.51,Kroger #9048,Kroger PURCHASE,groceries,CA,2025-07-07
EXP006035,352.16,POS PG&E #8904,BILL PAYMENT,utilities,WA,2025-04-10
EXP007601,273.18,Walgreens #7935,CLINIC AUTO-PAY,healthcare,NJ,2024-11-16
EXP002853,75.13,DEBIT Taxi Co,TRIP,transport,WA,2024-12-13
EXP004544,1050.02,CREDIT Google Play,SOFTWARE,technology,NY,2025-02-14
EXP007446,247.34,CVS Pharmacy CA,CLINIC,healthcare,MA,2025-01-15
EXP004734,1126.95,ACH Microsoft Store U2P4ZS,APP PURCHASE POS,technology,IL,2024-12-13
EXP002061,4.14,Uber,FUEL CHARGE,transport,IL,2025-08-31
EXP002528,82.28,DEBIT Shell #7316,TRIP DEBIT,transport,WA,2025-04-19
EXP004092,1622.47,Dell LEDK7X,SOFTWARE POS,technology,NY,2025-04-28
EXP003863,15.87,ACH YouTube Premium,STREAMING,entertainment,TX,2025-10-24
EXP004353,425.11,Dell #858,SOFTWARE,technology,CA,2025-09-10
EXP007786,57.61,Rite Aid,PHARMACY,healthcare,CA,2025-10-15
EXP003938,16.73,Disney+ #6119,MONTHLY SUBSCRIPTION,entertainment,NJ,2025-01-15
EXP001933,379.46,CREDIT Walmart #4726,WEB PURCHASE,shopping,NJ,2024-12-29
EXP001152,252.75,CREDIT eBay,CREDIT CHARGE,shopping,TX,2024-12-27
EXP000236,15.06,ACH Starbucks FL,COFFEE,food,NJ,2025-01-18
EXP006731,365.98,DTE Energy MA,BILL PAYMENT,utilities,IL,2025-11-01
EXP000734,5.68,KFC #5056,KFC CHARGE,food,MA,2025-05-04
EXP001746,451.74,Amamon #3370,WEB PURCHASE AUTO-PAY,shopping,CA,2025-06-28
EXP003502,10.8,Netflix #453,SUBSCRIPTION,entertainment,NY,2025-05-03
EXP000496,44.89,Starbucks #5398,MEAL,food,IL,2024-12-06
EXP007523,377.75,Walgreens #7887,HEALTHCARE SERVICE,healthcare,CA,2025-07-19
EXP007512,366.76,CVS Pwarmacy,CLINIC,healthcare,WA,2025-08-12
EXP000279,52.58,DEBIT Dominos #5856,INSTORE,food,IL,2025-01-25
EXP002204,25.5,BP #5073,FUEL CHARGE AUTO-PAY,transport,NY,2025-01-22
EXP000150,45.08,KFC #5630,COFFEE,food,TX,2025-01-23
EXP005722,108.76,lAdi,GROCERY AUTO-PAY,groceries,TX,2025-07-17
EXP006802,273.38,AT&T #1913,SERVICE CHARGE AUTO-PAY,utilities,MA,2025-03-15
EXP005376,130.53,Aldi #9762,DELI,groceries,NJ,2025-08-07
EXP006165,26.35,DEIT DTE Energy FL,UTILITY BILL,utilities,WA,2025-09-10
EXP005952,175.51,Aldi #3376,SUPERMARKET DEBIT,groceries,CA,2024-12-16
EXP005891,95.25,Safeway,DELI,groceries,IL,2025-05-14
EXP003699,10.11,Disney+ WA,SUBSCRIPTION,entertainment,CA,2025-06-22
EXP006094,231.84,CREDIT DTdEnergy NJ,UTILITY BILL,utilities,CA,2024-11-23
EXP001683,231.81,Amazon,Amazon PURCHASE,shopping,CA,2025-05-25
EXP004452,1132.58,Microsoft Store TX,APP PURCHASE,technology,FL,2025-05-13
EXP006156,246.56,AT&T #8873,AUTOPAY,utilities,MA,2024-11-24
EXP007909,410.49,POS Health Clinic,PHARMACY,healthcare,CA,2024-11-01
EXP007557,276.86,AMZN MKTP US Walgreens #6434,HEALTHCARE SERVICE,healthcare,IL,2025-05-05
EXP006783,149.01,Verizon #5374,BILL PAYMENT,utilities,TX,2025-05-29
EXP001809,435.09,eBay,WEB PURCHASE POS,shopping,NY,2025-02-12
EXP001610,356.75,Target #907,Target PURCHASE,shopping,WA,2025-04-06
EXP007388,15.04,AMZN MKTP US Walgreens #1653,PRESCRIPTION ONLINE,healthcare,FL,2025-03-29
EXP007392,348.68,ONLINE Rite Aid NJ,PRESCRIPTION,healthcare,WA,2025-09-09
EXP007868,129.13,Rite Aid #4518,PHARMACY,healthcare,WA,2025-04-24
EXP003359,5.13,Netflix,Netflix CHARGE,entertainment,FL,2025-09-14
EXP007999,403.62,HealthC linic #4656,HEALTHCARE SERVICE,healthcare,MA,2025-10-21
EXP000257,42.61,McDonald'1,APP PURCHASE,food,MA,2025-07-07
EXP000522,16.79,Starbucks CA,INSTORE,food,NJ,2024-12-20
EXP001913,69.21,Target,MKTPLACE,shopping,NY,2025-04-29
EXP007872,112.81,Rite Aid NJ,CLINIC,healthcare,WA,2025-04-12
EXP000529,18.22,CREDIT Dominos #572,INSTORE,food,NJ,2024-12-13
EXP000590,39.81,Subway #4957,Subway CHARGE,food,NJ,2025-04-04
EXP005775,192.99,Aldi #9261,DELI,groceries,TX,2024-12-28
EXP006859,230.12,RCEDIT PG&E,UTILITY BILL ONLINE,utilities,CA,2025-07-16
EXP002276,60.5,BP NY,RIDE,transport,NY,2025-05-17
EXP004570,992.67,ONLINE Samsung,APP PURCHASE,technology,MA,2025-06-16
EXP001901,41.12,Amazon #6729,MKTPLACE ONLINE,shopping,WA,2025-07-12
EXP005135,157.24,Kroger NRMQIS,INSTORE,groceries,CA,2024-12-14
EXP004245,1864.37,DEBIT Google Play,APP PURCHASE ONLINE,technology,TX,2025-06-29
EXP007896,108.62,Walgreens #5663,HEALTHCARE SERVICE,healthcare,IL,2025-01-20
EXP003164,12.14,POS Disney+,MONTHLY SUBSCRIPTION,entertainment,IL,2025-03-23
EXP003847,19.04,Disney+ #5486,MONTHLY SUBSCRIPTION,entertainment,TX,2025-04-29
EXP001408,192.1,POS Walmart #3961,ONLINE ORDER,shopping,CA,2025-04-24
EXP003066,7.24,Spotify #865,STREAMING,entertainment,MA,2025-10-05
EXP006784,81.93,AT&T,BILL PAYMENT,utilities,NJ,2025-02-19
EXP001869,184.79,Best yu FL,ONLINE ORDER,shopping,WA,2025-04-18
EXP002679,90.86,BP,TRIP,transport,FL,2025-09-10
EXP001507,113.13,ACH Target,ORDER,shopping,IL,2025-06-01
EXP007731,246.17,Rite Aid,CLINIC,healthcare,IL,2025-08-01
EXP005318,55.48,Aldi#60t6,FRESH,groceries,TX,2025-08-13
EXP005065,20.32,Kroger q2273,INSTORE,groceries,MA,2025-05-08
EXP003587,17.6,Netflix,Netflix PURCHASE,entertainment,NY,2025-08-10
EXP002914,92.57,Shell #866,TOLL,transport,WA,2025-09-28
EXP005674,47.33,Trader Joe's,GROCERY,groceries,NJ,2025-07-11
EXP001262,53.75,Best Buy RTL15E,ORDER,shopping,FL,2025-01-02
EXP005046,69.07,POS Whole Foods #5224,GROCERY AUTO-PAY,groceries,NJ,2025-03-26
EXP001366,255.51,eBay #9614,ONLINE ORDER,shopping,NY,2025-01-04
EXP000271,51.62,KFC #8181,MEAL,food,IL,2025-03-16
EXP006202,113.62,Comcast IL,AUTOPAY,utilities,NY,2024-11-16
EXP007370,12.71,CVS Pharmacy,CLINIC,healthcare,MA,2025-08-18
EXP007114,40.53,Rite Aid #7742,Rite PURCHASE,healthcare,CA,2025-07-19
EXP001462,64.56,eBay #2708,RETAIL,shopping,IL,2025-04-07
EXP002455,6.16,Shell #4544,RIDE POS,transport,IL,2025-05-12
EXP002647,30.52,Shell 9YP0AY,TRIP,transport,NJ,2025-05-15
EXP002351,91.88,Lyft,FUEL CHARGE,transport,CA,2025-02-26
EXP002803,9.5,Exon,FUEL CHARGE,transport,IL,2025-07-14
EXP000432,46.05,DEBIT Starbucks MA,INSTORE,food,NJ,2024-12-17
EXP001160,392.74,Best Buy #2622,Best CHARGE,shopping,WA,2025-10-27
EXP005287,51.3,Aldi #3265,INSTORE,groceries,NY,2025-08-25
EXP003678,17.19,Disney+ KJXR7P,STREAMING AUTO-PAY,entertainment,CA,2025-09-09
EXP005579,44.07,Safeway #3592,GROCERY,groceries,FL,2025-02-14
EXP002138,37.99,CREDIT Lyft,TOLL,transport,NJ,2025-08-04
EXP002608,54.48,ONLINE BP #245,GASOLINE,transport,CA,2025-10-31
EXP005281,204.55,Whole Foods #2316,FRESH DEBIT,groceries,MA,2025-09-29
EXP006338,192.73,POS Verizon #8558,POS CHARGE,utilities,TX,2025-07-21
EXP002010,38.97,BP #1168,FUEL CHARGE,transport,WA,2025-05-13
EXP000087,12.9,Starbucks,APP PURCHASE AUTO-PAY,food,TX,2025-03-22
EXP002267,40.24,Ta4i Co,RIDE,transport,MA,2025-04-08
EXP002477,47.18,AMZNMKTP US be,RIDE POS,transport,IL,2025-04-27
EXP006962,20.5,DTE Energr,AUTOPAY,utilities,NJ,2025-07-31
EXP002083,80.61,Shell #5011,GASOLINE POS,transport,CA,2025-06-23
EXP001004,90.57,Target,ONLINE ORDER,shopping,CA,2025-08-25
EXP000613,26.26,ONLINE Burger King #5241,APP PURCHASE,food,NJ,2024-11-24
EXP001672,137.87,WMRT,RETAIL,shopping,NY,2025-09-11
EXP002200,6.29,Taxi Co,TRIP,transport,IL,2025-04-15
