id,amount,merchant,description,category,region,date
EXP005195,8.09,ONLINE Kroger #3015,INSTORE,groceries,MA,2025-03-23
EXP002727,40.03,Uber,Uber PURCHASE,transport,FL,2025-05-11
EXP007997,104.92,Walgreens #3812,Walgreens PURCHASE,healthcare,FL,2025-05-16
EXP007638,461.47,Walgreens IL,CLINIC ONLINE,healthcare,MA,2024-11-05
EXP004729,143.87,Google Play #252,ELECTRONICS,technology,FL,2024-11-27
EXP001873,374.84,Bset uBy# 8981,RETAIL,shopping,MA,2025-10-11
EXP000971,34.08,KFC #2344,APP PURCHASE,food,TX,2025-04-08
EXP007651,267.45,Health Clinwc TX,Health CHARGE,healthcare,NY,2025-10-15
EXP004253,672.46,Microsoft Store #6196,SOFTWARE AUTO-PAY,technology,TX,2025-06-04
EXP007830,407.57,Walgreens,HEALTHCARE SERVICE ONLINE,healthcare,MA,2024-11-14
EXP004031,102.39,Samsung,ELECTRONICS DEBIT,technology,NJ,2025-07-02
EXP006252,347.65,Cmcast,AUTOPAY,utilities,NJ,2025-04-27
EXP001880,420.4,Best Buy,ONLINE ORDER,shopping,NJ,2024-11-16
EXP007759,202.19,Walgreens,CLINIC,healthcare,MA,2025-03-15
EXP007590,344.76,CREDIT Walgreens,CLINIC,healthcare,TX,2025-09-30
EXP004538,1263.79,Samsung ESKRJT,APP PURCHASE POS,technology,NY,2024-11-15
EXP001752,246.96,Best Buy #7824,WEB PURCHASE,shopping,FL,2025-10-03
EXP006589,257.14,DTE Energy,AUTOPAY,utilities,MA,2024-11-07
EXP002264,41.57,CREDIT Taxi Co #8984,GASOLINE,transport,TX,2025-03-22
EXP003226,15.27,Netflix #4523,FEE,entertainment,WA,2025-07-14
EXP005273,76.74,CREDIT8Kroger #782,FRESH,groceries,CA,2025-09-25
EXP002640,85.24,Exxon #7629,RIDE,transport,TX,2025-02-03
EXP006284,49.53,POS Verizon G4SF7O,BILL PAYMENT,utilities,NY,2025-06-21
EXP007713,57.18,Health Clinic,CLINIC DEBIT,healthcare,IL,2025-03-10
EXP005465,116.68,Kroger #1073,DELI,groceries,FL,2024-12-15
EXP004978,1260.01,Dell #z571,ELECTRONICS,technology,MA,2025-02-10
EXP006030,387.17,PG&E #8623,UTILITY BILL,utilities,MA,2025-03-06
EXP006807,170.8,Verizon MA,UTILITY BILL,utilities,WA,2025-07-19
EXP006359,307.24,PG&E #226,SERVICE CHARGE,utilities,MA,2025-04-08
EXP006068,354.25,PG&E #3780,UTILITY BILL,utilities,TX,2025-04-25
EXP006521,254.2,POS AT&T #5000,UTILITY BILL,utilities,CA,2024-12-14
EXP001040,421.85,eBay #777,eBay PURCHASE,shopping,MA,2025-01-17
EXP006166,224.59,PG&E #6534,BILL PAYMENT,utilities,NJ,2025-04-03
EXP000497,54.87,Dominos,MEAL AUTO-PAY,food,TX,2024-11-09
EXP003004,13.29,CREDIT Spotify,FEE,entertainment,NJ,2025-09-27
EXP002978,81.64,Shell #1178,GASOLINE ONLINE,transport,NY,2025-10-29
EXP007402,456.36,CVS Pharmacy,HEALTHCARE SERVICE,healthcare,NJ,2025-04-26
EXP006678,213.39,DTE Energy,UTILITY BILL,utilities,NJ,2025-06-17
EXP002280,63.32,AMZN MKTP US Shell,AMZN CHARGE,transport,IL,2025-01-06
EXP003673,12.09,DEBIT Netflix #7780,MONTHLY SUBSCRIPTION,entertainment,NY,2025-09-05
EXP002887,34.55,Taxi Co #1011,GASOLINE,transport,IL,2025-08-31
EXP006062,334.41,DTE Energy,UTILITY BILL,utilities,WA,2025-01-29
EXP004684,985.55,Samsung #8835,APP PURCHASE,technology,NY,2025-01-10
EXP005927,237.62,Kriger #2845,Kriger PURCHASE,groceries,WA,2025-04-29
EXP002403,51.19,ACH Exxon #2634,FUEL CHARGE ONLINE,transport,NJ,2025-07-28
EXP005238,120.34,Safeway #7637,INSTORE,groceries,TX,2024-12-19
EXP002509,53.34,BP,TRIP POS,transport,IL,2025-04-11
EXP000861,31.8,Burger King #3691,MOBILE ORDER,food,MA,2024-12-06
EXP005093,6.76,Aldi #8533,INSTORE,groceries,CA,2025-09-09
EXP002504,98.94,Shell #4936,Shell CHARGE,transport,IL,2025-09-09
EXP003746,5.14,YouTube Premiuml#203,FEE,entertainment,FL,2025-06-22
EXP007506,245.95,ONLINE Health Clinic,HEALTHCARE SERVICE DEBIT,healthcare,TX,2025-05-15
EXP004595,338.11,DEBIT Google Play #6069,ELECTRONICS,technology,CA,2025-03-12
EXP001225,32.76,nOS Bst Buy,ORDER,shopping,TX,2025-10-15
EXP005444,126.79,qREDIT Trdec Joe's #9964,qREDIT CHARGE,groceries,NJ,2025-02-22
EXP001613,397.77,Taget #6488,ONLINE ORDER ONLINE,shopping,TX,2025-05-12
EXP007403,55.75,Rite Aid #5794,PRESCRIPTION AUTO-PAY,healthcare,NY,2025-08-16
EXP002138,37.99,CREDIT Lyft,TOLL,transport,NJ,2025-08-04
EXP001692,277.53,Targe t#1705,ONLINE ORDER,shopping,FL,2025-01-15
EXP004982,849.21,AppleStore g5904,AppleStore PURCHASE,technology,WA,2025-08-14
EXP004715,1579.62,POS Apple Store #5462,APP PURCHASE ONLINE,technology,IL,2024-12-09
EXP004240,1135.01,ACH Microsoft Store,SOFTWARE,technology,IL,2025-09-04
EXP007632,10.58,Walgreens #2537,CLINIC,healthcare,IL,2025-08-16
EXP004057,975.79,Microsoft Store #4299,APP PURCHASE,technology,IL,2025-07-12
EXP000052,14.2,McDonalds #5937,MEAL,food,TX,2025-06-07
EXP002069,20.62,yft,yft CHARGE,transport,MA,2025-04-21
EXP000619,12.08,McDonald's #5012,COFFEE ONLINE,food,WA,2025-03-13
EXP001324,97.07,eBay #7949,WEB PURCHASE POS,shopping,MA,2025-07-30
EXP005408,62.64,Kroger,SUPERMARKET,groceries,CA,2025-03-31
EXP004874,225.67,Apple Store #8079,DEVICE,technology,FL,2024-11-13
EXP002562,34.63,DEBIT Exxon #211,FUEL CHARGE,transport,NY,2025-05-29
EXP004384,622.01,Google Play TX,ELECTRONICS,technology,NJ,2025-10-10
EXP003626,9.62,YouTube Premium,YouTube PURCHASE,entertainment,MA,2025-08-21
EXP000530,21.9,McDonalds WA,MOBILE ORDER,food,NJ,2025-05-07
EXP003842,8.42,Netflix,SUBSCRIPTION POS,entertainment,FL,2025-07-28
EXP006559,136.67,AT&T,AUTOPAY,utilities,FL,2025-04-30
EXP006016,65.05,TqT OXGGUU,BILL PAYMENT,utilities,TX,2025-01-02
EXP004989,156.94,POS Samsung #6720,SOFTWARE,technology,FL,2025-05-30
EXP007742,107.39,Walgreens,Walgreens PURCHASE,healthcare,TX,2025-04-21
EXP007764,57.49,Rite Aid WA,PRESCRIPTION,healthcare,TX,2025-07-30
EXP001073,357.29,DEBIT Target,RETAIL,shopping,FL,2025-08-08
EXP005607,132.44,DEBIT Whole Foods #1993,GROCERY,groceries,NJ,2025-03-03
EXP002802,60.79,CREDI TBP,GASOLINE,transport,IL,2025-01-09
EXP002795,89.17,Taxi Co,TOLL AUTO-PAY,transport,IL,2024-11-30
EXP003317,5.64,Netflix,SUBSCRIPTION,entertainment,MA,2025-03-14
EXP003956,12.5,Spotify,FEE,entertainment,IL,2025-10-28
EXP001590,89.4,eBay CA,ORDER,shopping,MA,2024-12-20
EXP001498,134.64,Amazon TCE9SB,Amazon PURCHASE,shopping,TX,2025-02-07
EXP000725,11.6,CREDIT Starbucks #6086,COFFEE,food,IL,2025-03-03
EXP006286,185.92,AT&T #8177,SERVICE CHARGE,utilities,WA,2024-11-12
EXP006513,313.26,Comcast,BILL PAYMENT,utilities,WA,2025-07-05
EXP007825,434.19,Health Clinic CA,CLINIC,healthcare,FL,2025-10-30
EXP006531,100.77,POS AT&T #9833,BILL PAYMENT,utilities,TX,2025-08-04
EXP007280,384.34,CVS Phramacy# 5223,HEALTHCARE SERVICE AUTO-PAY,healthcare,WA,2024-11-16
EXP002791,37.73,DEBIT BP,TOLL AUTO-PAY,transport,FL,2025-04-11
EXP000458,32.5,Burger King,POS PURCHASE POS,food,NJ,2025-02-17
EXP002040,74.47,Lyft #3778,TOLL DEBIT,transport,WA,2024-12-06
EXP002808,23.91,BP FL,BP PURCHASE,transport,TX,2025-01-02
EXP002498,24.01,Exxon,TRIP,transport,NY,2025-03-30
EXP004069,872.18,AMZN MKTP US Google Play #3077,APP PURCHASE,technology,CA,2025-01-08
EXP004227,815.08,Samsung,SOFTWARE,technology,CA,2025-03-08
EXP005218,36.73,POS Kroger,FRESH DEBIT,groceries,FL,2025-07-18
EXP002755,25.77,Uber,FUEL CHARGE,transport,NY,2025-09-12
EXP004692,1790.11,Dell,SOFTWARE,technology,CA,2024-11-16
EXP000733,19.96,CREDIT McDonalds,INSTORE,food,TX,2025-05-29
EXP003254,12.65,Spotify,STREAMING,entertainment,TX,2025-04-05
EXP005985,246.18,Whole Foods TX,SUPERMARKET,groceries,WA,2025-08-08
EXP004965,1892.25,POS Dell #3295,ELECTRONICS,technology,WA,2025-08-25
EXP007597,90.89,Health Clinic #4989,PHARMACY,healthcare,WA,2024-11-28
EXP007096,47.82,DEBIT Rite Aid #1301,PHARMACY,healthcare,FL,2025-03-15
EXP007018,185.68,Walgreens #6274,HEALTHCARE SERVICE ONLINE,healthcare,WA,2024-12-30
EXP003796,10.85,CREDIT YouTube Premium #8028,MONTHLY SUBSCRIPTION DEBIT,entertainment,NJ,2025-09-29
EXP006344,139.32,Comcast #9828,AUTOPAY AUTO-PAY,utilities,IL,2025-09-25
EXP002085,70.56,Shell #8722,TOLL,transport,WA,2025-08-15
EXP007216,371.18,Health Clinic #3501,PRESCRIPTION,healthcare,CA,2025-06-10
EXP007360,91.48,Rite Aid #3262,PHARMACY,healthcare,FL,2025-09-27
EXP001315,227.14,Best Buy,RETAIL POS,shopping,NY,2025-09-04
EXP007156,78.28,AMZN MKTP US Health Clinic #2589,CLINIC,healthcare,IL,2025-01-05
EXP001156,472.47,Amazon #180,ONLINE ORDER,shopping,IL,2024-11-05
EXP000452,7.21,CREDIT Dominos WA,MOBILE ORDER,food,NY,2025-03-29
EXP001417,336.66,AMAZON.COM*355 Fw,WEB PURCHASE,shopping,FL,2025-06-13
EXP005542,159.23,ONLINE Kroger,ONLINE PURCHASE,groceries,NY,2024-11-08
EXP007101,278.72,Rite Aid,PRESCRIPTION,healthcare,MA,2025-02-16
EXP006084,96.52,Verizon NJ,BILL PAYMENT DEBIT,utilities,IL,2025-01-23
EXP000280,33.19,Dominos,APP PURCHASE,food,WA,2025-02-28
EXP000874,54.78,Burger King #9376,MEAL AUTO-PAY,food,CA,2025-03-23
EXP002399,10.42,BP #6998,FUEL CHARGE ONLINE,transport,NJ,2025-05-22
EXP006257,209.31,DTE Energy #8357,DTE CHARGE,utilities,CA,2024-12-09
EXP007898,269.3,Walgreens #6562,Walgreens CHARGE,healthcare,NY,2024-12-03
EXP000300,5.61,McDonalds IL,POS PURCHASE,food,NY,2025-05-22
EXP005038,94.42,WHOLE FD #2902,INSTORE,groceries,NY,2025-05-02
EXP001889,272.47,Best Buy #7756,ORDER,shopping,NJ,2025-06-01
EXP005820,30.33,POS Safeway 9X23YQ,SUPERMARKET DEBIT,groceries,CA,2025-09-22
EXP003141,6.33,Netflix,MONTHLY SUBSCRIPTION,entertainment,CA,2025-07-23
EXP000732,27.98,Starbucks #1084,COFFEE,food,TX,2025-07-25
EXP005232,235.32,ONLINE Kroger #7116,GROCERY,groceries,MA,2024-12-03
EXP004040,390.73,Dell,ELECTRONICS DEBIT,technology,IL,2025-06-26
EXP003531,7.12,POS Netflix #59,MONTHLY SUBSCRIPTION,entertainment,CA,2025-03-24
EXP003125,19.87,POS Spotify #2421,FEE,entertainment,MA,2025-03-22
EXP002097,46.05,BP #5819,GASOLINE,transport,NJ,2025-07-09
EXP005033,238.17,Trader Joe's,Trader CHARGE,groceries,NJ,2024-11-11
EXP001129,460.78,Target WA,Target PURCHASE,shopping,NJ,2024-11-17
EXP005370,235.31,AMZN MKTP US Whole Foods,GROCERY,groceries,FL,2025-08-18
EXP005171,185.09,Aldi #7512,GROCERY,groceries,TX,2025-05-22
EXP006218,320.32,DTE Energy NY,DTE PURCHASE,utilities,CA,2025-10-11
EXP001505,428.79,eBay,RETAIL ONLINE,shopping,WA,2024-12-01
EXP002307,87.14,CREDIT Uber,CREDIT PURCHASE,transport,NY,2025-04-04
EXP007980,499.23,Rite Aid NY,HEALTHCARE SERVICE,healthcare,TX,2025-02-20
EXP006674,295.28,DTE Energy #629l,UTILITY BILL,utilities,TX,2025-02-20
EXP004720,969.29,DEBIT Dell WA,APP PURCHASE ONLINE,technology,CA,2024-12-21
EXP005198,88.51,Safeway,DELI,groceries,TX,2025-02-22
EXP003957,12.14,Disney+ NY,STREAMING,entertainment,FL,2025-03-06
EXP000446,34.33,STBK #8526,MEAL,food,IL,2025-05-25
EXP004173,24.89,Samsung,DEVICE,technology,CA,2025-09-01
EXP000367,16.75,Dominos,COFFEE,food,MA,2025-01-09
EXP004626,1726.76,ONLINE Google Paly GBE98H,ELECTRONICS AUTO-PAY,technology,IL,2025-07-24
EXP004749,1882.8,Google Play U6079P,ELECTRONICS,technology,IL,2025-01-08
EXP001246,396.1,Target,ORDER,shopping,IL,2025-03-04
EXP004109,757.95,Dell #4647,SOFTWARE,technology,CA,2025-04-13
EXP006277,29.53,Comcast,SERVICE CHARGE DEBIT,utilities,MA,2025-05-09
EXP001442,228.92,AMZN.COM/BILL6353 #9938,AMZN.COM/BILL6353 CHARGE,shopping,CA,2025-07-08
EXP003762,15.02,Netflix,FEE,entertainment,WA,2025-03-15
EXP002054,53.44,Lyft #3765,GASOLINE DEBIT,transport,FL,2024-12-25
EXP001669,240.89,CREDIT Walmart,RETAIL,shopping,WA,2025-04-08
EXP003171,11.94,YouTube Premium #240,SUBSCRIPTION,entertainment,CA,2024-11-14
EXP006502,25.85,Verizon WA,UTILITY BILL POS,utilities,TX,2025-07-20
EXP003260,12.21,Netflix,Netflix CHARGE,entertainment,NJ,2025-10-28
EXP006070,186.39,DEBIT PG&E #6241,AUTOPAY,utilities,MA,2025-10-18
EXP001929,417.54,AMZN.COM/BILL8138 #6945,ONLINE ORDER ONLINE,shopping,NY,2025-08-27
EXP006699,142.93,Comcsat #6066,AUTOPAY,utilities,WA,2025-03-01
EXP001839,347.32,Walmart FL,MKTPLACE,shopping,NJ,2025-05-30
EXP006298,104.0,AT&T #3150,UTILITY BILL,utilities,MA,2025-03-08
EXP005745,74.15,Aldi 527DM2,DELI,groceries,WA,2025-02-09
EXP000521,58.58,KFC #3935,COFFEE,food,WA,2025-09-11
EXP001198,330.91,AMZN MKTP US*2914 71G4EA,RETAIL DEBIT,shopping,CA,2025-09-28
EXP003105,17.63,DEBIT Disney+ MA,MONTHLY SUBSCRIPTION,entertainment,FL,2024-12-22
EXP003295,12.16,AMZN MKTP US Netflix CA,SUBSCRIPTION,entertainment,MA,2024-11-13
EXP005617,134.82,roger,GROCERY,groceries,TX,2024-11-18
EXP005707,166.75,Trader Joe's,GROCERY,groceries,IL,2025-09-27
EXP006444,61.79,DTE Eneray CA,UTILITY BILL,utilities,IL,2024-12-27
EXP001847,55.01,Target NJ,ONLINE ORDER,shopping,WA,2024-11-15
EXP005615,75.16,Aldi 14QKDF,SUPERMARKET,groceries,IL,2025-10-11
EXP002479,10.08,Shell IL,Shell CHARGE,transport,WA,2025-10-04
EXP005944,52.46,Trader Joe' #9871,GROCERY,groceries,CA,2025-03-10
EXP005229,217.19,Whole Foods #892,GROCERY,groceries,FL,2025-05-06
EXP006872,335.54,PG&E VSIIAV,UTILITY BILL,utilities,NJ,2024-11-14
EXP004465,1606.11,Samsung,APP PURCHASE,technology,NJ,2025-07-15
EXP001212,153.17,eBay #8239,eBay PURCHASE,shopping,NJ,2025-07-19
EXP003732,14.87,CREDIT Spotify #654,CREDIT PURCHASE,entertainment,IL,2025-06-18
EXP001800,84.03,Amazon,RETAIL,shopping,IL,2025-10-16
EXP001143,247.82,Best Buy #605,Best CHARGE,shopping,NJ,2025-07-06
EXP007622,91.25,ONLINE Health Clinic #590,HEALTHCARE SERVICE,healthcare,IL,2024-11-23
EXP000189,21.81,Subway RLCMLW,COFFEE,food,NY,2025-06-19
EXP006948,319.13,ONLINE AT&T #6235,BILL PAYMENT,utilities,FL,2024-12-24
EXP004963,370.12,Samsung Z8VLIC,APP PURCHASE,technology,WA,2024-11-03
EXP003323,5.95,Netflix,SUBSCRIPTION,entertainment,WA,2025-09-21
EXP006325,381.5,CREDIT DTE Energy #8545,BILL PAYMENT,utilities,MA,2025-03-10
EXP000238,30.49,McDonalds,INSTORE,food,IL,2024-12-03
EXP003728,8.36,Spotify #5399,Spotify PURCHASE,entertainment,FL,2024-11-28
EXP005351,79.36,Aldi #417,GROCERY,groceries,TX,2025-05-23
EXP006912,103.83,Comcast,UTILITY BILL ONLINE,utilities,FL,2024-12-17
EXP000007,29.41,Burger Kign TX,APP PURCHASE AUTO-PAY,food,IL,2025-01-22
EXP001970,123.29,Best Buy #1556,WEB PURCHASE,shopping,CA,2025-10-03
EXP001054,93.57,Target #415,Target CHARGE,shopping,IL,2025-04-23
EXP004778,25.28,DEBIT Apple Store MTYB2D,SOFTWARE,technology,CA,2025-04-23
EXP007789,21.04,ACH Health Clinic #5585,CLINIC,healthcare,FL,2025-03-19
EXP006692,229.3,PG&E,UTILITY BILL,utilities,MA,2025-08-24
EXP006310,133.03,DTE Energy #2912,DTE CHARGE,utilities,WA,2025-03-14
EXP004401,1054.09,Google Play #7563,Google PURCHASE,technology,NJ,2025-02-13
EXP002992,43.29,Exxon #9072,TOLL,transport,WA,2025-02-27
EXP007542,384.5,Walgreens,PHARMACY DEBIT,healthcare,CA,2025-08-24
EXP005013,163.13,Kroger #8662,Kroger CHARGE,groceries,TX,2025-01-14
EXP002326,76.99,Uber,GASOLINE,transport,FL,2025-07-12
EXP001656,184.24,eBay #1917,RETAIL,shopping,IL,2025-08-20
EXP005435,115.39,ONLINE Kroger,ONLINE PURCHASE,groceries,MA,2025-05-29
EXP000836,28.12,McDonalds #5368,MEAL ONLINE,food,MA,2025-07-20
EXP003772,15.29,ACH YouTube Premium FL,SUBSCRIPTION,entertainment,WA,2025-01-28
EXP007909,410.49,POS Health Clinic,PHARMACY,healthcare,CA,2024-11-01
EXP006506,150.43,PG&E #9830,UTILITY BILL ONLINE,utilities,IL,2025-02-02
EXP001016,318.48,eBay #9733,eBay PURCHASE,shopping,TX,2025-09-03
EXP007236,71.53,Walgreens NJ,CLINIC ONLINE,healthcare,WA,2025-03-20
EXP002958,51.78,Lyft #1502,TOLL,transport,MA,2025-07-08
EXP004068,39.59,NLINE Apple Store IL,ELECTRONICS,technology,IL,2024-11-06
EXP007334,74.08,Walgreens #7896,CLINIC DEBIT,healthcare,NY,2025-06-26
EXP004864,1993.04,Dell #3555,ELECTRONICS,technology,TX,2025-07-21
EXP003464,11.72,YouTube Premium #6870,YouTube CHARGE,entertainment,IL,2025-03-13
EXP006349,201.9,AT&T #542,SERVICE CHARGE,utilities,TX,2025-05-07
EXP006225,105.48,AMZN MKTP US Comcast #6604,AMZN PURCHASE,utilities,TX,2025-05-30
EXP002884,69.26,ACH Uber,FUEL CHARGE ONLINE,transport,WA,2024-12-20
EXP005624,174.17,Whole Foods,INSTORE,groceries,WA,2025-03-10
EXP004084,1575.84,DEBIT Apple Store #7850,DEVICE,technology,MA,2025-04-20
EXP002197,34.74,POS Lyft,GASOLINE,transport,FL,2025-04-06
EXP007752,318.83,Health Clinic,CLINIC,healthcare,IL,2025-02-17
EXP000430,16.8,ONLINE Burger King #7835,MOBILE ORDER,food,MA,2025-06-03
EXP007126,58.46,Health Clinic 1008,Health PURCHASE,healthcare,MA,2025-05-17
EXP007241,40.37,Walgreens #3090,PRESCRIPTION AUTO-PAY,healthcare,NJ,2024-12-24
EXP004266,597.13,Apple Store MA,APP PURCHASE,technology,WA,2025-04-02
EXP004523,111.01,Dell #9391,Dell CHARGE,technology,WA,2025-01-08
EXP003079,8.0,YouTube Premium #9832,MONTHLY SUBSCRIPTION,entertainment,WA,2025-09-20
EXP007315,136.27,ealth Clinic #1045,ealth PURCHASE,healthcare,FL,2025-02-16
EXP006907,116.84,Comcast IMM5CC,BILL PAYMENT,utilities,CA,2025-03-17
EXP000232,52.46,Burger King #5132,POS PURCHASE ONLINE,food,NJ,2025-07-09
EXP002462,67.9,ACH BP #5687,ACH CHARGE,transport,MA,2025-08-03
EXP004342,179.75,Apple Store,APP PURCHASE ONLINE,technology,TX,2025-03-04
EXP005032,144.32,Kroger,GROCERY ONLINE,groceries,MA,2024-12-31
EXP006791,234.46,Verizon #1063,SERVICE CHARGE,utilities,FL,2024-11-22
EXP005924,237.42,Aldi,FRESH,groceries,TX,2025-01-06
EXP002920,24.62,ACH Taxi Co,ACH CHARGE,transport,WA,2024-12-06
EXP007351,366.01,Rite Aid #7023,HEALTHCARE SERVICE,healthcare,NJ,2025-10-01
EXP003713,8.51,Netflix #7986,Netflix CHARGE,entertainment,IL,2025-10-22
EXP001479,264.39,Best Buy #6543,Best CHARGE,shopping,FL,2025-07-25
EXP002222,43.08,BP #4582,GASOLINE,transport,CA,2025-01-13
EXP006273,42.56,PG&E,PG&E CHARGE,utilities,NJ,2025-01-01
EXP002463,14.29,BP,GASOLINE,transport,TX,2025-10-30
EXP000958,53.23,Starbucks YMWR03,COFFEE,food,FL,2025-04-15
EXP000400,22.56,KFC,KFC CHARGE,food,NY,2024-12-16
EXP006170,341.96,AT&T #4972,BILL PAYMENT,utilities,NY,2025-02-13
EXP003826,5.77,YouTube Premium #8888,STREAMING,entertainment,NJ,2025-05-11
EXP003016,10.81,CREDIT Spotify #7152,STREAMING,entertainment,NY,2025-10-30
EXP007993,240.5,Rite Aid #3211,PHARMACY,healthcare,IL,2025-04-13
EXP000312,4.0,POS McDonalds,MOBILE ORDER,food,CA,2024-11-14
EXP001343,374.22,AMAZON.COM*7607,WEB PURCHASE POS,shopping,WA,2025-06-30
EXP001191,418.67,Target #8443,ONLINE ORDER,shopping,NY,2025-08-10
EXP000643,9.94,McDonlad's,POS PURCHASE,food,NY,2025-09-09
EXP000345,9.17,McDonald's #9475,INSTORE ONLINE,food,TX,2025-03-09
EXP001673,456.24,AMZN MKPT US Target #7548,MKTPLACE,shopping,NJ,2025-03-02
EXP005482,60.88,Kroger NMW8MW,SUPERMARKET,groceries,WA,2025-10-18
EXP004450,811.23,AMZN MKTP US Microsoft Store #2780,ELECTRONICS,technology,NJ,2025-04-12
EXP007472,36.24,Rite Aid #3761,PRESCRIPTION,healthcare,WA,2025-08-29
EXP002211,34.0,ONLINEB P,TOLL,transport,NJ,2025-06-16
EXP002161,35.04,Shell,FUEL CHARGE,transport,TX,2025-08-06
EXP005163,235.98,Trader Joe's #146,DELI,groceries,NY,2025-06-17
EXP004637,5.15,ONLINE Google Plah# 6487,APP PURCHASE,technology,NJ,2025-01-11
EXP002819,52.85,ACH Shell,TOLL,transport,FL,2024-12-25
EXP002165,84.2,DEBIT Shell #6806,FUEL CHARGE,transport,WA,2025-09-27
EXP007454,66.59,Health ClinicIL,PHARMACY,healthcare,CA,2025-09-30
EXP000095,17.84,Dominos #3070,MEAL,food,CA,2025-03-29
EXP002000,24.48,DEBIT Best Buy TX,MKTPLACE AUTO-PAY,shopping,NJ,2025-03-04
EXP000795,33.96,KFC #6236,APP PURCHASE,food,WA,2025-10-03
EXP002346,33.89,BP #6789,FUEL CHARGE,transport,NJ,2025-02-28
EXP006106,105.03,PG&E #5911,SERVICE CHARGE,utilities,MA,2025-06-07
EXP005413,11.57,Whole Foods #5706,INSTORE ONLINE,groceries,FL,2025-01-05
EXP005526,13.06,Trader Joe's,DELI,groceries,MA,2025-07-23
EXP003847,19.04,Disney+ #5486,MONTHLY SUBSCRIPTION,entertainment,TX,2025-04-29
EXP005742,164.66,Safeway TX,SUPERMARKET ONLINE,groceries,IL,2025-06-04
EXP002290,84.38,Lyft,TRIP,transport,IL,2024-11-10
EXP003969,7.34,YouTube Premium WA,FEE,entertainment,MA,2025-08-25
EXP007113,376.67,ACH Walgreens #1009,PRESCRIPTION,healthcare,FL,2025-02-03
EXP006282,217.37,Verizon,Verizon PURCHASE,utilities,NY,2025-03-11
EXP006463,312.71,CREDIT DTE Energy WUCSJT,SERVICE CHARGE POS,utilities,CA,2025-08-23
EXP001265,327.91,Best Buy #8202,MKTPLACE,shopping,FL,2025-02-28
EXP000894,7.81,McDonald's CA,POS PURCHASE AUTO-PAY,food,TX,2025-10-06
EXP005327,237.89,POS Kroger,POS PURCHASE,groceries,NY,2025-03-15
EXP005251,110.27,POS Aldi #3279,POS CHARGE,groceries,WA,2025-01-12
EXP005932,98.55,AMZN MKTP US Kroger,AMZN PURCHASE,groceries,MA,2025-04-17
EXP000577,7.39,Dominos#623,Dominos#623 CHARGE,food,NY,2025-01-17
EXP003157,17.05,Spotify WA,SUBSCRIPTION,entertainment,FL,2025-08-02
EXP002551,44.32,Taxi Co,RIDE,transport,NY,2024-12-09
EXP003239,18.88,Disney+ #4111,STREAMING,entertainment,FL,2025-10-30
EXP007161,190.07,CVS Pharmacy #5533,CLINIC,healthcare,CA,2025-03-10
EXP004427,1631.63,Samsung,APP PURCHASE DEBIT,technology,NJ,2025-09-19
EXP007313,173.21,Health Clinic #1255,PRESCRIPTION,healthcare,NY,2025-02-01
EXP003288,13.72,Disney+ HLGEMJ,FEE,entertainment,NJ,2025-10-01
EXP003249,16.01,Spotify #6308,SUBSCRIPTION,entertainment,CA,2024-11-25
EXP001135,149.56,AMZN MKTP US Walmart TX,RETAIL POS,shopping,TX,2025-05-08
EXP003436,15.7,Spotify,SUBSCRIPTION,entertainment,CA,2024-12-05
EXP004392,1898.25,Apple Store,SOFTWARE,technology,TX,2025-09-20
EXP004045,926.95,Samsung,APP PURCHASE,technology,IL,2025-02-06
EXP004625,1139.83,DEBIT Apple Store NJ,DEVICE,technology,MA,2025-05-21
EXP007357,287.22,AMZN MKTP US ealth Clinic #630,PHARMACY POS,healthcare,MA,2024-11-14
EXP006484,85.05,omcast,SERVICE CHARGE,utilities,TX,2025-09-22
EXP001456,325.76,Walmart NY,WEB PURCHASE,shopping,NJ,2025-01-25
EXP005678,157.02,Kroger #542,FRESH,groceries,IL,2025-10-02
EXP000886,53.3,Subway #7551,Subway PURCHASE,food,NJ,2025-03-25
EXP005493,69.55,ONLINE Sdfeway #4588,ONLINE CHARGE,groceries,TX,2024-11-21
EXP007620,147.77,Walgreens #48h,Walgreens PURCHASE,healthcare,NY,2025-07-19
EXP000083,16.75,POS Subway #5636,POS PURCHASE,food,NJ,2025-03-22
EXP002312,61.93,Shell,FUEL CHARGE,transport,MA,2024-11-23
EXP005714,180.96,Safeway,SUPERMARKET DEBIT,groceries,NJ,2025-03-04
EXP006638,376.14,AMZN MKTP US AT&T #8979,SERVICE CHARGE AUTO-PAY,utilities,MA,2025-01-14
EXP002248,57.22,BP #7237,GASOLINE,transport,NY,2025-07-13
EXP000053,7.86,Dominos #9985,COFFEE POS,food,CA,2025-03-10
EXP002668,98.24,Taxi Co 4F9HG3,RIDE,transport,FL,2024-11-16
EXP003977,14.36,YouTube Premium,MONTHLY SUBSCRIPTION,entertainment,WA,2025-08-14
EXP002515,93.4,Taxi Co,TOLL,transport,TX,2025-10-02
EXP001250,93.49,DEBIT WALMART #9623,RETAIL,shopping,CA,2025-02-04
EXP005699,74.84,Trdaer Joe's,FRESH,groceries,IL,2024-11-19
EXP003585,18.48,YouTube Premium,MONTHLY SUBSCRIPTION,entertainment,CA,2024-11-27
EXP005421,203.52,Safeway 301SNU,FRESH ONLINE,groceries,CA,2025-02-17
